providerOutcomeId,providerId,providerOfferId,label,oddsAmerican,oddsDecimal,oddsDecimalDisplay,oddsFractional,line,participant,participantType,main,sortOrder,tags,participants,category,subcategory,prop_label
0QA241750989#200641874_13L42648Q11214524403Q20,2,241750989,Over,-306,1.32679739,1.32,50/153,26.5,MIN Timberwolves,Unknown,None Specified,26500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642074_15L42648Q1-62574777Q20,2,241750989,Under,+216,3.16,3.16,54/25,26.5,MIN Timberwolves,Unknown,None Specified,26502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200641860_13L42648Q11345684007Q20,2,241750989,Over,-228,1.4385965,1.43,25/57,27.5,MIN Timberwolves,Unknown,None Specified,27500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642052_15L42648Q1-9864944Q20,2,241750989,Under,+166,2.66,2.66,83/50,27.5,MIN Timberwolves,Unknown,None Specified,27502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200641850_13L42648Q1-1477171442Q20,2,241750989,Over,-173,1.57803469,1.57,100/173,28.5,MIN Timberwolves,Unknown,None Specified,28500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642030_15L42648Q1-743051443Q20,2,241750989,Under,+129,2.29,2.29,129/100,28.5,MIN Timberwolves,Unknown,None Specified,28502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200641842_13L42648Q1-1518004412Q20,2,241750989,Over,-134,1.74626866,1.74,50/67,29.5,MIN Timberwolves,Unknown,True,29500,"['MainPointLine', 'SGP']","[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642008_15L42648Q11733954726Q20,2,241750989,Under,+101,2.01,2.01,101/100,29.5,MIN Timberwolves,Unknown,True,29502,"['MainPointLine', 'SGP']","[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200641846_13L42648Q1270982134Q20,2,241750989,Over,+125,2.25,2.25,5/4,31.5,MIN Timberwolves,Unknown,None Specified,31500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642019_15L42648Q1-197289546Q20,2,241750989,Under,-167,1.5988024,1.59,100/167,31.5,MIN Timberwolves,Unknown,None Specified,31502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200641855_13L42648Q1-1720741659Q20,2,241750989,Over,+160,2.6,2.60,8/5,32.5,MIN Timberwolves,Unknown,None Specified,32500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642041_15L42648Q11858185206Q20,2,241750989,Under,-218,1.4587156,1.45,50/109,32.5,MIN Timberwolves,Unknown,None Specified,32502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200641863_13L42648Q12014593328Q20,2,241750989,Over,+205,3.05,3.05,41/20,33.5,MIN Timberwolves,Unknown,None Specified,33500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642063_15L42648Q1-368218235Q20,2,241750989,Under,-288,1.34722223,1.34,25/72,33.5,MIN Timberwolves,Unknown,None Specified,33502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200641881_13L42648Q1-44237350Q20,2,241750989,Over,+258,3.58,3.58,129/50,34.5,MIN Timberwolves,Unknown,None Specified,34500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642085_15L42648Q1-1926608577Q20,2,241750989,Under,-378,1.26455027,1.26,50/189,34.5,MIN Timberwolves,Unknown,None Specified,34502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200641894_13L42648Q1-518145644Q20,2,241750989,Over,+335,4.35,4.35,67/20,35.5,MIN Timberwolves,Unknown,None Specified,35500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642106_15L42648Q11596094989Q20,2,241750989,Under,-524,1.1908397,1.19,25/131,35.5,MIN Timberwolves,Unknown,None Specified,35502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200641908_13L42648Q190160320Q20,2,241750989,Over,+428,5.28,5.28,107/25,36.5,MIN Timberwolves,Unknown,None Specified,36500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642126_15L42648Q1-138262426Q20,2,241750989,Under,-740,1.13513514,1.13,5/37,36.5,MIN Timberwolves,Unknown,None Specified,36502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200641924_13L42648Q1-810149287Q20,2,241750989,Over,+546,6.46,6.46,273/50,37.5,MIN Timberwolves,Unknown,None Specified,37500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642146_15L42648Q11451633433Q20,2,241750989,Under,-1080,1.0925926,1.09,5/54,37.5,MIN Timberwolves,Unknown,None Specified,37502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200641938_13L42648Q1-1984763497Q20,2,241750989,Over,+690,7.9,7.90,69/10,38.5,MIN Timberwolves,Unknown,None Specified,38500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642164_15L42648Q1-1518439680Q20,2,241750989,Under,-1660,1.06024097,1.06,5/83,38.5,MIN Timberwolves,Unknown,None Specified,38502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200641952_13L42648Q11173510086Q20,2,241750989,Over,+870,9.7,9.70,87/10,39.5,MIN Timberwolves,Unknown,None Specified,39500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642180_15L42648Q11213331400Q20,2,241750989,Under,-3000,1.03333334,1.03,1/30,39.5,MIN Timberwolves,Unknown,None Specified,39502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200641966_13L42648Q11613079719Q20,2,241750989,Over,+1100,12,12.00,11/1,40.5,MIN Timberwolves,Unknown,None Specified,40500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642196_15L42648Q1-1621428393Q20,2,241750989,Under,-7400,1.01351352,1.01,1/74,40.5,MIN Timberwolves,Unknown,None Specified,40502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200641981_13L42648Q11355654132Q20,2,241750989,Over,+1340,14.4,14.40,67/5,41.5,MIN Timberwolves,Unknown,None Specified,41500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642212_15L42648Q1-1138820786Q20,2,241750989,Under,-10000,1.01,1.01,1/100,41.5,MIN Timberwolves,Unknown,None Specified,41502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200641998_13L42648Q1-1708168246Q20,2,241750989,Over,+1540,16.4,16.40,77/5,42.5,MIN Timberwolves,Unknown,None Specified,42500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750989#200642228_15L42648Q145490977Q20,2,241750989,Under,-10000,1.01,1.01,1/100,42.5,MIN Timberwolves,Unknown,None Specified,42502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 3rd Quarter
0QA241750996#200642423_13L42648Q1-1282139193Q20,2,241750996,Over,-10000,1.01,1.01,1/100,16.5,MIN Timberwolves,Unknown,None Specified,16500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642450_15L42648Q1-293349222Q20,2,241750996,Under,+1760,18.6,18.60,88/5,16.5,MIN Timberwolves,Unknown,None Specified,16502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642420_13L42648Q1508023475Q20,2,241750996,Over,-10000,1.01,1.01,1/100,17.5,MIN Timberwolves,Unknown,None Specified,17500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642447_15L42648Q11816601227Q20,2,241750996,Under,+1420,15.2,15.20,71/5,17.5,MIN Timberwolves,Unknown,None Specified,17502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642418_13L42648Q1-1161907970Q20,2,241750996,Over,-9700,1.01030928,1.01,1/97,18.5,MIN Timberwolves,Unknown,None Specified,18500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642445_15L42648Q1861997080Q20,2,241750996,Under,+1140,12.4,12.40,57/5,18.5,MIN Timberwolves,Unknown,None Specified,18502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642416_13L42648Q1-2084069015Q20,2,241750996,Over,-3500,1.02857143,1.02,1/35,19.5,MIN Timberwolves,Unknown,None Specified,19500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642443_15L42648Q1-1356377865Q20,2,241750996,Under,+920,10.2,10.20,46/5,19.5,MIN Timberwolves,Unknown,None Specified,19502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642413_13L42648Q1-559415492Q20,2,241750996,Over,-1840,1.05434783,1.05,5/92,20.5,MIN Timberwolves,Unknown,None Specified,20500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642440_15L42648Q1-87513605Q20,2,241750996,Under,+720,8.2,8.20,36/5,20.5,MIN Timberwolves,Unknown,None Specified,20502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642411_13L42648Q1-121805388Q20,2,241750996,Over,-1180,1.08474577,1.08,5/59,21.5,MIN Timberwolves,Unknown,None Specified,21500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642438_15L42648Q11918770990Q20,2,241750996,Under,+573,6.73,6.73,573/100,21.5,MIN Timberwolves,Unknown,None Specified,21502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642409_13L42648Q1-2029382446Q20,2,241750996,Over,-750,1.13333334,1.13,2/15,22.5,MIN Timberwolves,Unknown,None Specified,22500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642436_15L42648Q11500012751Q20,2,241750996,Under,+432,5.32,5.32,108/25,22.5,MIN Timberwolves,Unknown,None Specified,22502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642407_13L42648Q1861881011Q20,2,241750996,Over,-529,1.18903592,1.18,100/529,23.5,MIN Timberwolves,Unknown,None Specified,23500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642434_15L42648Q1-2081752350Q20,2,241750996,Under,+337,4.37,4.37,337/100,23.5,MIN Timberwolves,Unknown,None Specified,23502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642405_13L42648Q11679134943Q20,2,241750996,Over,-368,1.27173914,1.27,25/92,24.5,MIN Timberwolves,Unknown,None Specified,24500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642432_15L42648Q1-1064425516Q20,2,241750996,Under,+252,3.52,3.52,63/25,24.5,MIN Timberwolves,Unknown,None Specified,24502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642403_13L42648Q1140016889Q20,2,241750996,Over,-269,1.37174722,1.37,100/269,25.5,MIN Timberwolves,Unknown,None Specified,25500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642430_15L42648Q11823839544Q20,2,241750996,Under,+193,2.93,2.93,193/100,25.5,MIN Timberwolves,Unknown,None Specified,25502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642401_13L42648Q11214524403Q20,2,241750996,Over,-208,1.48076924,1.48,25/52,26.5,MIN Timberwolves,Unknown,None Specified,26500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642428_15L42648Q1-62574777Q20,2,241750996,Under,+153,2.53,2.53,153/100,26.5,MIN Timberwolves,Unknown,None Specified,26502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642399_13L42648Q11345684007Q20,2,241750996,Over,-157,1.63694268,1.63,100/157,27.5,MIN Timberwolves,Unknown,None Specified,27500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642426_15L42648Q1-9864944Q20,2,241750996,Under,+117,2.17,2.17,117/100,27.5,MIN Timberwolves,Unknown,None Specified,27502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642398_13L42648Q1-1518004412Q20,2,241750996,Over,+107,2.07,2.07,107/100,29.5,MIN Timberwolves,Unknown,True,29500,"['MainPointLine', 'SGP']","[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642425_15L42648Q11733954726Q20,2,241750996,Under,-143,1.6993007,1.69,100/143,29.5,MIN Timberwolves,Unknown,True,29502,"['MainPointLine', 'SGP']","[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642400_13L42648Q1658073289Q20,2,241750996,Over,+139,2.39,2.39,139/100,30.5,MIN Timberwolves,Unknown,None Specified,30500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642427_15L42648Q11365749229Q20,2,241750996,Under,-188,1.5319149,1.53,25/47,30.5,MIN Timberwolves,Unknown,None Specified,30502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642402_13L42648Q1270982134Q20,2,241750996,Over,+178,2.78,2.78,89/50,31.5,MIN Timberwolves,Unknown,None Specified,31500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642429_15L42648Q1-197289546Q20,2,241750996,Under,-246,1.40650407,1.40,50/123,31.5,MIN Timberwolves,Unknown,None Specified,31502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642404_13L42648Q1-1720741659Q20,2,241750996,Over,+227,3.27,3.27,227/100,32.5,MIN Timberwolves,Unknown,None Specified,32500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642431_15L42648Q11858185206Q20,2,241750996,Under,-324,1.30864198,1.30,25/81,32.5,MIN Timberwolves,Unknown,None Specified,32502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642406_13L42648Q12014593328Q20,2,241750996,Over,+292,3.92,3.92,73/25,33.5,MIN Timberwolves,Unknown,None Specified,33500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642433_15L42648Q1-368218235Q20,2,241750996,Under,-440,1.22727273,1.22,5/22,33.5,MIN Timberwolves,Unknown,None Specified,33502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642408_13L42648Q1-44237350Q20,2,241750996,Over,+373,4.73,4.73,373/100,34.5,MIN Timberwolves,Unknown,None Specified,34500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642435_15L42648Q1-1926608577Q20,2,241750996,Under,-610,1.16393443,1.16,10/61,34.5,MIN Timberwolves,Unknown,None Specified,34502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642410_13L42648Q1-518145644Q20,2,241750996,Over,+475,5.75,5.75,19/4,35.5,MIN Timberwolves,Unknown,None Specified,35500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642437_15L42648Q11596094989Q20,2,241750996,Under,-860,1.11627907,1.11,5/43,35.5,MIN Timberwolves,Unknown,None Specified,35502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642412_13L42648Q190160320Q20,2,241750996,Over,+585,6.85,6.85,117/20,36.5,MIN Timberwolves,Unknown,None Specified,36500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642439_15L42648Q1-138262426Q20,2,241750996,Under,-1220,1.08196722,1.08,5/61,36.5,MIN Timberwolves,Unknown,None Specified,36502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642414_13L42648Q1-810149287Q20,2,241750996,Over,+720,8.2,8.20,36/5,37.5,MIN Timberwolves,Unknown,None Specified,37500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642441_15L42648Q11451633433Q20,2,241750996,Under,-1800,1.05555556,1.05,1/18,37.5,MIN Timberwolves,Unknown,None Specified,37502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642415_13L42648Q1-1984763497Q20,2,241750996,Over,+870,9.7,9.70,87/10,38.5,MIN Timberwolves,Unknown,None Specified,38500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642442_15L42648Q1-1518439680Q20,2,241750996,Under,-2900,1.03448276,1.03,1/29,38.5,MIN Timberwolves,Unknown,None Specified,38502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642417_13L42648Q11173510086Q20,2,241750996,Over,+1020,11.2,11.20,51/5,39.5,MIN Timberwolves,Unknown,None Specified,39500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642444_15L42648Q11213331400Q20,2,241750996,Under,-5100,1.01960785,1.01,1/51,39.5,MIN Timberwolves,Unknown,None Specified,39502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642419_13L42648Q11613079719Q20,2,241750996,Over,+1180,12.8,12.80,59/5,40.5,MIN Timberwolves,Unknown,None Specified,40500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642446_15L42648Q1-1621428393Q20,2,241750996,Under,-10000,1.01,1.01,1/100,40.5,MIN Timberwolves,Unknown,None Specified,40502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642421_13L42648Q11355654132Q20,2,241750996,Over,+1400,15,15.00,14/1,41.5,MIN Timberwolves,Unknown,None Specified,41500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642448_15L42648Q1-1138820786Q20,2,241750996,Under,-10000,1.01,1.01,1/100,41.5,MIN Timberwolves,Unknown,None Specified,41502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642422_13L42648Q1-1708168246Q20,2,241750996,Over,+1620,17.2,17.20,81/5,42.5,MIN Timberwolves,Unknown,None Specified,42500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642449_15L42648Q145490977Q20,2,241750996,Under,-10000,1.01,1.01,1/100,42.5,MIN Timberwolves,Unknown,None Specified,42502,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
0QA241750996#200642424_13L42648Q1225423397Q20,2,241750996,Over,+1720,18.2,18.20,86/5,43.5,MIN Timberwolves,Unknown,None Specified,43500,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Quarters,Alt Team Totals,Alternate MIN Timberwolves Total Points - 4th Quarter
